# feature_gene,class_gene,start,end,strand,symbol,locus_tag,feature_interval_length,attributes_gene,# feature_product,class_product,product_accession_product,name_product,product_length_product,attributes_product
gene,protein_coding,4330555,4331301,+,,PP_3802,747,,CDS,with_protein,AAN69396.1,"putative Cation ABC transporter, ATP-binding protein",248.0,
gene,protein_coding,4331301,4332200,+,,PP_3803,900,,CDS,with_protein,AAN69397.1,"putative Cation ABC transporter, permease protein",299.0,
gene,protein_coding,4332197,4333060,+,,PP_3804,864,,CDS,with_protein,AAN69398.1,conserved exported protein of unknown function,287.0,
gene,protein_coding,4333144,4334196,-,yaiW,PP_3805,1053,,CDS,with_protein,AAN69399.1,lipoprotein required for swarming,350.0,
gene,protein_coding,4334223,4334774,-,,PP_3806,552,,CDS,with_protein,AAN69400.1,"Hydrolase, isochorismatase family",183.0,
gene,protein_coding,4334831,4335550,-,,PP_3807,720,,CDS,with_protein,AAN69401.1,Thioesterase,239.0,
gene,protein_coding,4335547,4335768,-,,PP_3808,222,,CDS,with_protein,AAN69402.1,Antibiotic synthesis protein MbtH,73.0,
gene,protein_coding,4335902,4336303,-,,PP_3810,402,,CDS,with_protein,AAN69404.1,conserved protein of unknown function,133.0,
gene,protein_coding,4336330,4337214,-,,PP_3811,885,,CDS,with_protein,AAN69405.1,"Transcriptional regulator, LysR family",294.0,
gene,protein_coding,4337361,4338380,+,,PP_3812,1020,,CDS,with_protein,AAN69406.1,putative Lipase,339.0,
gene,protein_coding,4338522,4338815,-,,PP_5632,294,,CDS,with_protein,AMM02968.1,enzyme subunit involved in allo-isoleucine metabolism,97.0,
gene,protein_coding,4338894,4340015,+,ribAB-II,PP_3813,1122,,CDS,with_protein,AAN69407.1,"3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II",373.0,
gene,protein_coding,4340346,4341371,+,,PP_3814,1026,,CDS,with_protein,AAN69408.1,"Polyamine ABC transporter, periplasmic polyamine-binding protein",341.0,
gene,protein_coding,4341368,4342285,+,,PP_3815,918,,CDS,with_protein,AAN69409.1,"Polyamine ABC transporter, permease protein",305.0,
gene,protein_coding,4342292,4343101,+,,PP_3816,810,,CDS,with_protein,AAN69410.1,"Polyamine ABC transporter, permease protein",269.0,
gene,protein_coding,4343121,4344269,+,,PP_3817,1149,,CDS,with_protein,AAN69411.1,"Polyamine ABC transporter, ATP-binding protein",382.0,
gene,protein_coding,4344425,4345732,+,,PP_3818,1308,,CDS,with_protein,AAN69412.1,Periplamic phosphate-binding protein,435.0,
gene,protein_coding,4345736,4347091,-,gor,PP_3819,1356,,CDS,with_protein,AAN69413.1,glutathione reductase (NADPH),451.0,
gene,protein_coding,4347214,4348635,-,,PP_3820,1422,,CDS,with_protein,AAN69414.1,Group II intron-encoding maturase,473.0,
gene,protein_coding,4349109,4349948,-,galU,PP_3821,840,,CDS,with_protein,AAN69415.1,UTP-glucose-1-phosphate uridylyltransferase,279.0,
gene,protein_coding,4350185,4351099,-,,PP_3822,915,,CDS,with_protein,AAN69416.1,Cytochrome c family protein,304.0,
gene,protein_coding,4351096,4351749,-,,PP_3823,654,,CDS,with_protein,AAN69417.1,Cytochrome c-type protein,217.0,
gene,protein_coding,4351824,4352204,-,,PP_3824,381,,CDS,with_protein,AAN69418.1,conserved exported protein of unknown function,126.0,
gene,protein_coding,4352343,4352645,+,,PP_3825,303,,CDS,with_protein,AAN69419.1,conserved protein of unknown function,100.0,
gene,protein_coding,4352653,4352823,+,,PP_5633,171,,CDS,with_protein,AMM02969.1,conserved protein of unknown function,56.0,
gene,protein_coding,4352875,4353960,+,yrpB,PP_3827,1086,,CDS,with_protein,AAN69421.1,2-nitropropane dioxygenase,361.0,
gene,protein_coding,4354043,4354801,+,modA,PP_3828,759,,CDS,with_protein,AAN69422.1,Molybdate-binding periplasmic protein,252.0,
gene,protein_coding,4354801,4355481,+,modB,PP_3829,681,,CDS,with_protein,AAN69423.1,Molybdenum transport system permease protein ModB,226.0,
gene,protein_coding,4355483,4356574,+,modC,PP_3830,1092,,CDS,with_protein,AAN69424.1,Molybdenum import ATP-binding protein ModC,363.0,
gene,protein_coding,4356632,4357654,+,,PP_3831,1023,,CDS,with_protein,AAN69425.1,conserved protein of unknown function,340.0,
gene,protein_coding,4357908,4358105,+,,PP_3832,198,,CDS,with_protein,AAN69426.1,carbon storage regulator (csrA-like),65.0,
gene,protein_coding,4358145,4358498,-,,PP_3833,354,,CDS,with_protein,AAN69427.1,Response regulator,117.0,
gene,protein_coding,4358510,4359955,-,,PP_3834,1446,,CDS,with_protein,AAN69428.1,conserved protein of unknown function,481.0,
gene,protein_coding,4359961,4361121,-,,PP_3835,1161,,CDS,with_protein,AAN69429.1,Sensory box histidine kinase,386.0,
gene,protein_coding,4361206,4361481,-,,PP_3836,276,,CDS,with_protein,AAN69430.2,conserved protein of unknown function,91.0,
gene,tRNA,4361681,4361765,+,,PP_t45,85,,tRNA,,,tRNA-Leu,,
gene,protein_coding,4361870,4362283,+,yphA,PP_3837,414,,CDS,with_protein,AAN69431.1,inner membrane protein of unknown function,137.0,
gene,protein_coding,4362285,4362479,-,,PP_5634,195,,CDS,with_protein,AMM02970.1,conserved protein of unknown function,64.0,
gene,protein_coding,4362915,4363925,+,adhP,PP_3839,1011,,CDS,with_protein,AAN69433.1,short-chain alcohol dehydrogenase,336.0,
gene,protein_coding,4363999,4364223,+,,PP_3840,225,,CDS,with_protein,AAN69434.1,conserved protein of unknown function,74.0,
gene,protein_coding,4364500,4364736,+,,PP_5635,237,,CDS,with_protein,AMM02971.1,conserved protein of unknown function,78.0,
gene,protein_coding,4364768,4365139,-,,PP_3841,372,,CDS,with_protein,AAN69435.1,"Transcriptional regulator, MerR family",123.0,
gene,protein_coding,4365212,4366309,+,,PP_3842,1098,,CDS,with_protein,AAN69436.1,conserved protein of unknown function,365.0,
gene,protein_coding,4366435,4366734,-,,PP_3843,300,,CDS,with_protein,AAN69437.1,conserved protein of unknown function,99.0,
gene,protein_coding,4366914,4368047,-,,PP_3844,1134,,CDS,with_protein,AAN69438.1,putative D-aminopeptidase,377.0,
gene,protein_coding,4368121,4369230,-,potF-III,PP_3845,1110,,CDS,with_protein,AAN69439.1,putrescine-binding periplasmic protein,369.0,
gene,protein_coding,4369371,4370186,-,ramA,PP_3846,816,,CDS,with_protein,AAN69440.1,(R)-stereoselective amidase,271.0,
gene,protein_coding,4370307,4371104,+,,PP_3847,798,,CDS,with_protein,AAN69441.1,"Transcriptional regulator, LuxR family",265.0,
gene,protein_coding,4371062,4371415,-,,PP_5636,354,,CDS,with_protein,AMM02972.1,protein of unknown function,117.0,
gene,protein_coding,4372987,4374957,+,,PP_3849,1971,,CDS,with_protein,AAN69443.2,"putative calcium-binding protein, hemolysin-type",656.0,
gene,protein_coding,4375036,4375299,-,,PP_3850,264,,CDS,with_protein,AAN69444.1,conserved protein of unknown function,87.0,
gene,protein_coding,4375278,4375535,-,,PP_5637,258,,CDS,with_protein,AMM02973.1,conserved protein of unknown function,85.0,
gene,protein_coding,4375645,4375968,-,,PP_3851,324,,CDS,with_protein,AAN69445.1,conserved protein of unknown function,107.0,
gene,protein_coding,4376084,4377571,-,,PP_3852,1488,,CDS,with_protein,AAN69446.2,conserved protein of unknown function with BNR domain,495.0,
gene,protein_coding,4377646,4378176,-,,PP_5638,531,,CDS,with_protein,AMM02974.1,conserved protein of unknown function,176.0,
gene,protein_coding,4378173,4378712,-,,PP_3854,540,,CDS,with_protein,AAN69448.1,Lysozyme,179.0,
gene,protein_coding,4378801,4379169,+,,PP_5639,369,,CDS,with_protein,AMM02975.1,conserved exported protein of unknown function,122.0,
gene,protein_coding,4379114,4379338,-,,PP_3855,225,,CDS,with_protein,AAN69449.1,conserved protein of unknown function,74.0,
gene,protein_coding,4379761,4380525,-,,PP_3856,765,,CDS,with_protein,AAN69450.1,conserved protein of unknown function,254.0,
gene,protein_coding,4380537,4382789,-,,PP_3857,2253,,CDS,with_protein,AAN69451.1,conserved protein of unknown function,750.0,
gene,protein_coding,4383051,4383854,-,,PP_3858,804,,CDS,with_protein,AAN69452.1,putative Tail fiber protein,267.0,
gene,protein_coding,4383857,4384501,-,,PP_3859,645,,CDS,with_protein,AAN69453.1,conserved protein of unknown function,214.0,
gene,protein_coding,4384492,4385535,-,,PP_3860,1044,,CDS,with_protein,AAN69454.1,Phage FluMu protein gp47,347.0,
gene,protein_coding,4385525,4385911,-,,PP_3861,387,,CDS,with_protein,AAN69455.1,Phage FluMu protein gp46,128.0,
gene,protein_coding,4385908,4386408,-,,PP_3862,501,,CDS,with_protein,AAN69456.1,putative Phage assembly protein,166.0,
gene,protein_coding,4386417,4387526,-,,PP_3863,1110,,CDS,with_protein,AAN69457.1,putative Phage tail protein,369.0,
gene,protein_coding,4387530,4388792,-,,PP_3864,1263,,CDS,with_protein,AAN69458.1,putative Phage FluMu DNA circulation protein,420.0,
gene,protein_coding,4388785,4390740,-,,PP_3865,1956,,CDS,with_protein,AAN69459.1,putative Phage tail protein,651.0,
gene,protein_coding,4390733,4390924,-,,PP_5640,192,,CDS,with_protein,AMM02976.1,conserved protein of unknown function,63.0,
gene,protein_coding,4390870,4391166,-,,PP_3866,297,,CDS,with_protein,AAN69460.2,conserved protein of unknown function,98.0,
gene,protein_coding,4391163,4391516,-,,PP_3867,354,,CDS,with_protein,AAN69461.1,putative Phage tail tube protein,117.0,
gene,protein_coding,4391593,4393014,-,,PP_3868,1422,,CDS,with_protein,AAN69462.1,Group II intron-encoding maturase,473.0,
gene,protein_coding,4393484,4394971,-,,PP_3869,1488,,CDS,with_protein,AAN69463.1,putative Phage sheath protein,495.0,
gene,protein_coding,4394971,4395174,-,,PP_3870,204,,CDS,with_protein,AAN69464.1,Phage FluMu protein gp38,67.0,
gene,protein_coding,4395180,4395773,-,,PP_3871,594,,CDS,with_protein,AAN69465.2,conserved protein of unknown function,197.0,
gene,protein_coding,4395803,4396318,-,,PP_3873,516,,CDS,with_protein,AAN69467.1,conserved protein of unknown function,171.0,
gene,protein_coding,4396311,4396685,-,,PP_3874,375,,CDS,with_protein,AAN69468.1,conserved protein of unknown function,124.0,
gene,protein_coding,4396688,4397239,-,,PP_3875,552,,CDS,with_protein,AAN69469.1,conserved protein of unknown function,183.0,
gene,protein_coding,4397242,4397568,-,,PP_3876,327,,CDS,with_protein,AAN69470.1,conserved protein of unknown function,108.0,
gene,protein_coding,4397543,4398856,-,,PP_3877,1314,,CDS,with_protein,AAN69471.2,conserved protein of unknown function,437.0,
gene,protein_coding,4398918,4399889,-,,PP_3878,972,,CDS,with_protein,AAN69472.1,putative Phage minor capsid protein C,323.0,
gene,protein_coding,4399886,4401157,-,,PP_3879,1272,,CDS,with_protein,AAN69473.1,"Phage portal protein, HK97 family",423.0,
gene,protein_coding,4401160,4401348,-,,PP_3880,189,,CDS,with_protein,AAN69474.1,conserved exported protein of unknown function,62.0,
gene,protein_coding,4401345,4403153,-,,PP_3881,1809,,CDS,with_protein,AAN69475.1,"putative Phage terminase, large subunit",602.0,
gene,protein_coding,4403113,4403580,-,,PP_3882,468,,CDS,with_protein,AAN69476.1,"putative Phage terminase, small subunit",155.0,
gene,protein_coding,4403716,4404036,-,,PP_3883,321,,CDS,with_protein,AAN69477.1,putative Phage holin,106.0,
gene,protein_coding,4404040,4404363,-,,PP_3884,324,,CDS,with_protein,AAN69478.1,"Phage holin, lambda family",107.0,
gene,protein_coding,4404522,4405151,+,,PP_5641,630,,CDS,with_protein,AMM02977.1,conserved protein of unknown function,209.0,
gene,protein_coding,4405300,4405560,-,,PP_3886,261,,CDS,with_protein,AAN69480.1,conserved protein of unknown function,86.0,
gene,protein_coding,4405544,4406215,-,,PP_3887,672,,CDS,with_protein,AAN69481.1,conserved protein of unknown function,223.0,
gene,protein_coding,4406228,4406548,-,,PP_3888,321,,CDS,with_protein,AAN69482.1,conserved protein of unknown function,106.0,
gene,protein_coding,4406545,4407843,-,,PP_3889,1299,,CDS,with_protein,AAN69483.1,putative Phage integrase,432.0,
gene,protein_coding,4407840,4408283,-,,PP_3890,444,,CDS,with_protein,AAN69484.1,conserved protein of unknown function,147.0,
gene,protein_coding,4408432,4408728,-,ybcO,PP_3891,297,,CDS,with_protein,AAN69485.1,conserved protein of unknown function,98.0,
gene,protein_coding,4408710,4408916,-,,PP_3892,207,,CDS,with_protein,AAN69486.1,conserved protein of unknown function,68.0,
gene,protein_coding,4408916,4410313,-,,PP_3893,1398,,CDS,with_protein,AAN69487.1,putative Phage DNA helicase,465.0,
gene,protein_coding,4410310,4411140,-,,PP_3894,831,,CDS,with_protein,AAN69488.1,putative Phage replication protein O,276.0,
gene,protein_coding,4411465,4411677,-,,PP_3895,213,,CDS,with_protein,AAN69489.1,putative Regulatory protein Cro,70.0,
gene,protein_coding,4411765,4412412,+,,PP_3896,648,,CDS,with_protein,AAN69490.1,"Transcriptional regulator, Cro/CI family",215.0,
gene,protein_coding,4412470,4412883,+,,PP_3897,414,,CDS,with_protein,AAN69491.1,conserved protein of unknown function,137.0,
gene,protein_coding,4412927,4413163,+,,PP_3898,237,,CDS,with_protein,AAN69492.1,conserved protein of unknown function,78.0,
gene,protein_coding,4413330,4414322,+,,PP_5643,993,,CDS,with_protein,AMM02978.1,conserved protein of unknown function,330.0,
gene,protein_coding,4414325,4414891,+,,PP_5644,567,,CDS,with_protein,AMM02979.1,conserved membrane protein of unknown function,188.0,
gene,protein_coding,4415059,4415391,-,,PP_3899,333,,CDS,with_protein,AAN69493.1,"conserved protein of unknown function, hicB family",110.0,
gene,protein_coding,4415400,4415648,-,,PP_3900,249,,CDS,with_protein,AAN69494.1,hypothetical protein,82.0,
gene,protein_coding,4415798,4416058,+,,PP_3901,261,,CDS,with_protein,AAN69495.1,conserved protein of unknown function,86.0,
gene,protein_coding,4416177,4416485,-,,PP_3902,309,,CDS,with_protein,AAN69496.1,conserved protein of unknown function,102.0,
gene,protein_coding,4416475,4416639,+,,PP_3903,165,,CDS,with_protein,AAN69497.1,conserved protein of unknown function,54.0,
gene,protein_coding,4416845,4417099,-,,PP_3904,255,,CDS,with_protein,AAN69498.1,conserved protein of unknown function,84.0,
gene,protein_coding,4417108,4417659,+,,PP_3905,552,,CDS,with_protein,AAN69499.1,"Transcriptional regulator, LuxR family",183.0,
gene,protein_coding,4417679,4417948,+,,PP_3906,270,,CDS,with_protein,AAN69500.1,conserved protein of unknown function,89.0,
gene,protein_coding,4417945,4418403,+,,PP_3907,459,,CDS,with_protein,AAN69501.1,conserved protein of unknown function,152.0,
gene,protein_coding,4418485,4418835,+,,PP_3908,351,,CDS,with_protein,AAN69502.1,conserved protein of unknown function,116.0,
gene,protein_coding,4418849,4419127,-,,PP_3909,279,,CDS,with_protein,AAN69503.1,conserved protein of unknown function,92.0,
gene,protein_coding,4419234,4419785,+,,PP_3910,552,,CDS,with_protein,AAN69504.2,conserved protein of unknown function,183.0,
gene,protein_coding,4419800,4420183,+,,PP_3911,384,,CDS,with_protein,AAN69505.1,conserved protein of unknown function,127.0,
gene,protein_coding,4420251,4421912,+,,PP_3912,1662,,CDS,with_protein,AAN69506.1,DNA-cytosine methyltransferase,553.0,
gene,protein_coding,4421921,4422598,+,,PP_3913,678,,CDS,with_protein,AAN69507.2,protein of unknown function,225.0,
gene,protein_coding,4422648,4422947,-,,PP_5645,300,,CDS,with_protein,AMM02980.1,conserved protein of unknown function,99.0,
gene,protein_coding,4423113,4423496,+,,PP_3914,384,,CDS,with_protein,AAN69508.1,conserved protein of unknown function,127.0,
gene,protein_coding,4423493,4423771,+,,PP_5646,279,,CDS,with_protein,AMM02981.1,protein of unknown function,92.0,
gene,protein_coding,4423768,4424091,+,,PP_3915,324,,CDS,with_protein,AAN69509.1,conserved protein of unknown function,107.0,
gene,protein_coding,4424088,4424480,+,,PP_3916,393,,CDS,with_protein,AAN69510.1,conserved protein of unknown function,130.0,
gene,protein_coding,4424670,4424942,-,,PP_5647,273,,CDS,with_protein,AMM02982.1,conserved protein of unknown function,90.0,
gene,protein_coding,4425742,4426080,+,,PP_3917,339,,CDS,with_protein,AAN69511.1,conserved protein of unknown function,112.0,
gene,protein_coding,4426120,4426365,+,,PP_3919,246,,CDS,with_protein,AAN69513.1,conserved protein of unknown function,81.0,
gene,protein_coding,4426367,4427416,+,,PP_3920,1050,,CDS,with_protein,AAN69514.1,putative Phage integrase,349.0,
gene,tRNA,4427518,4427591,-,,PP_t61,74,,tRNA,,,tRNA-Cys,,
gene,protein_coding,4427746,4428765,-,sohB,PP_3922,1020,,CDS,with_protein,AAN69516.1,putative inner membrane peptidase,339.0,
gene,protein_coding,4428963,4429673,+,,PP_3923,711,,CDS,with_protein,AAN69517.1,Phosphoglycerate mutase,236.0,
gene,protein_coding,4429730,4430047,+,,PP_3924,318,,CDS,with_protein,AAN69518.1,conserved protein of unknown function,105.0,
gene,protein_coding,4430231,4431298,+,,PP_3925,1068,,CDS,with_protein,AAN69519.1,conserved protein of unknown function,355.0,
gene,protein_coding,4431335,4432102,+,,PP_3926,768,,CDS,with_protein,AAN69520.1,short-chain dehydrogenase,255.0,
gene,protein_coding,4432103,4432924,-,,PP_3927,822,,CDS,with_protein,AAN69521.1,Methyltransferase type 12,273.0,
gene,protein_coding,4433094,4433444,-,,PP_5648,351,,CDS,with_protein,AMM02983.1,conserved exported protein of unknown function,116.0,
gene,protein_coding,4433562,4433852,+,,PP_3928,291,,CDS,with_protein,AAN69522.1,conserved exported protein of unknown function,96.0,
gene,protein_coding,4434015,4434281,+,,PP_3929,267,,CDS,with_protein,AAN69523.1,conserved protein of unknown function,88.0,
gene,protein_coding,4434355,4434747,+,,PP_3930,393,,CDS,with_protein,AAN69524.1,conserved exported protein of unknown function,130.0,
gene,protein_coding,4434874,4436703,+,yfbS,PP_3931,1830,,CDS,with_protein,AAN69525.1,putative transporter,609.0,
gene,protein_coding,4436841,4438265,+,,PP_3932,1425,,CDS,with_protein,AAN69526.2,Diguanylate cyclase,474.0,
gene,protein_coding,4438267,4439028,-,,PP_3933,762,,CDS,with_protein,AAN69527.1,conserved membrane protein of unknown function,253.0,
gene,protein_coding,4439091,4440032,+,,PP_3934,942,,CDS,with_protein,AAN69528.1,"Transcriptional regulator, LysR family",313.0,
gene,protein_coding,4440133,4440342,+,,PP_3935,210,,CDS,with_protein,AAN69529.1,conserved protein of unknown function,69.0,
gene,protein_coding,4440881,4441066,+,,PP_3938,186,,CDS,with_protein,AAN69532.2,conserved protein of unknown function,61.0,
gene,protein_coding,4441238,4442530,-,nicP-II,PP_3939,1293,,CDS,with_protein,AAN69533.1,porin-like protein,430.0,
gene,protein_coding,4442668,4443981,-,nicT,PP_3940,1314,,CDS,with_protein,AAN69534.1,Putative metabolite transport protein NicT,437.0,
gene,protein_coding,4444190,4444831,-,nicF,PP_3941,642,,CDS,with_protein,AAN69535.1,maleamate amidohydrolase,213.0,
gene,protein_coding,4444847,4445599,-,nicE,PP_3942,753,,CDS,with_protein,AAN69536.1,maleate isomerase,250.0,
gene,protein_coding,4445613,4446419,-,nicD,PP_3943,807,,CDS,with_protein,AAN69537.1,N-formylmaleamate deformylase,268.0,
gene,protein_coding,4446416,4447564,-,nicC,PP_3944,1149,,CDS,with_protein,AAN69538.1,6-hydroxynicotinate 3-monooxygenase,382.0,
gene,protein_coding,4447886,4448938,+,nicX,PP_3945,1053,,CDS,with_protein,AAN69539.1,"2,5-dihydroxypyridine 5,6-dioxygenase",350.0,
gene,protein_coding,4449009,4449485,+,nicR,PP_3946,477,,CDS,with_protein,AAN69540.1,HTH-type transcriptional repressor NicR,158.0,
gene,protein_coding,4449927,4450400,+,nicA,PP_3947,474,,CDS,with_protein,AAN69541.1,nicotinate dehydrogenase subunit A,157.0,
gene,protein_coding,4450397,4453960,+,nicB,PP_3948,3564,,CDS,with_protein,AAN69542.1,nicotinate dehydrogenase subunit B,1187.0,
gene,protein_coding,4453964,4454602,-,nicS,PP_3949,639,,CDS,with_protein,AAN69543.1,HTH-type transcriptional repressor NicS,212.0,
gene,protein_coding,4454807,4456984,-,,PP_3950,2178,,CDS,with_protein,AAN69544.1,Methyl-accepting chemotaxis transducer,725.0,
gene,protein_coding,4457363,4458058,+,pcaI,PP_3951,696,,CDS,with_protein,AAN69545.1,3-oxoadipate CoA-transferase subunit A,231.0,
gene,protein_coding,4458067,4458708,+,pcaJ,PP_3952,642,,CDS,with_protein,AAN69546.1,3-oxoadipate CoA-transferase subunit A,213.0,
gene,protein_coding,4458976,4460430,+,trkH-I,PP_3953,1455,,CDS,with_protein,AAN69547.1,potassium transporter,484.0,
gene,protein_coding,4460535,4461485,+,,PP_3954,951,,CDS,with_protein,AAN69548.1,periplasmic binding subunit of unknown solute,316.0,
gene,protein_coding,4461513,4463540,+,,PP_3955,2028,,CDS,with_protein,AAN69549.1,permease,675.0,
gene,protein_coding,4463537,4463953,+,,PP_3956,417,,CDS,with_protein,AAN69550.1,conserved protein of unknown function,138.0,
gene,protein_coding,4463981,4465954,-,betT-III,PP_3957,1974,,CDS,with_protein,AAN69551.1,choline/carnitine/betaine transporter BetTC,657.0,
gene,protein_coding,4466258,4467619,+,nhaA-II,PP_3958,1362,,CDS,with_protein,AAN69552.1,Na(+)/H(+) antiporter NhaA 2,453.0,
gene,protein_coding,4467756,4469117,+,,PP_3959,1362,,CDS,with_protein,AAN69553.1,Voltage-gated chloride channel family protein,453.0,
gene,protein_coding,4469219,4469824,-,,PP_3960,606,,CDS,with_protein,AAN69554.1,"Transcriptional regulator, TetR family",201.0,
gene,protein_coding,4469981,4471189,-,,PP_3961,1209,,CDS,with_protein,AAN69555.1,putative Transporter,402.0,
gene,protein_coding,4472083,4472793,+,,PP_3962,711,,CDS,with_protein,AAN69556.2,conserved protein of unknown function,236.0,
gene,protein_coding,4473460,4473786,+,,PP_3963,327,,CDS,with_protein,AAN69557.1,conserved protein of unknown function,108.0,
gene,protein_coding,4474000,4475535,-,,PP_3964,1536,,CDS,with_protein,AAN69558.1,transposase,511.0,
gene,protein_coding,4475599,4475934,-,,PP_3965,336,,CDS,with_protein,AAN69559.1,transposase,111.0,
gene,protein_coding,4475931,4476251,-,,PP_3966,321,,CDS,with_protein,AAN69560.1,transposase,106.0,
gene,protein_coding,4476427,4476867,+,,PP_3967,441,,CDS,with_protein,AAN69561.1,MutT/nudix family protein,146.0,
gene,protein_coding,4476873,4477991,-,,PP_3968,1119,,CDS,with_protein,AAN69562.1,Sensor histidine kinase,372.0,
gene,protein_coding,4478139,4478501,+,,PP_3969,363,,CDS,with_protein,AAN69563.1,Response regulator,120.0,
gene,protein_coding,4478650,4479852,+,ybdR,PP_3970,1203,,CDS,with_protein,AAN69564.1,"putative oxidoreductase, Zn-dependent and NAD(P)-binding",400.0,
gene,protein_coding,4479866,4480099,+,,PP_3971,234,,CDS,with_protein,AAN69565.1,conserved protein of unknown function,77.0,
gene,protein_coding,4480132,4481457,+,,PP_3972,1326,,CDS,with_protein,AAN69566.1,"Oxidoreductase, short chain dehydrogenase/reductase family",441.0,
gene,pseudogene,4481688,4481840,+,,PP_3973,153,pseudo,,,,,,
gene,protein_coding,4481995,4482981,+,,PP_3974,987,,CDS,with_protein,AAN69568.1,"Transcriptional regulator, LysR family",328.0,
gene,protein_coding,4483001,4483462,-,,PP_3975,462,,CDS,with_protein,AAN69569.1,conserved protein of unknown function,153.0,
gene,protein_coding,4483670,4484356,+,,PP_3976,687,,CDS,with_protein,AAN69570.1,"Hydrolase, isochorismatase family",228.0,
gene,protein_coding,4484825,4486126,+,,PP_3977,1302,,CDS,with_protein,AAN69571.1,conserved protein of unknown function,433.0,
gene,protein_coding,4486129,4486299,+,,PP_3978,171,,CDS,with_protein,AAN69572.1,conserved protein of unknown function,56.0,
gene,protein_coding,4486396,4486716,+,,PP_3979,321,,CDS,with_protein,AAN69573.1,transposase,106.0,
gene,protein_coding,4486713,4487048,+,,PP_3980,336,,CDS,with_protein,AAN69574.1,transposase,111.0,
gene,protein_coding,4487112,4488647,+,,PP_3981,1536,,CDS,with_protein,AAN69575.1,transposase,511.0,
gene,protein_coding,4489218,4491863,-,,PP_3982,2646,,CDS,with_protein,AAN69576.1,conserved protein of unknown function,881.0,
gene,protein_coding,4492118,4492900,+,,PP_3983,783,,CDS,with_protein,AAN69577.1,conserved protein of unknown function,260.0,
gene,pseudogene,4493065,4493346,-,,PP_5650,282,pseudo,,,,,,
gene,protein_coding,4493379,4493639,-,,PP_3984,261,,CDS,with_protein,AAN69578.1,putative transposase,86.0,
gene,protein_coding,4493708,4495240,-,,PP_3985,1533,,CDS,with_protein,AAN69579.1,transposase,510.0,
gene,protein_coding,4495259,4495615,-,,PP_3986,357,,CDS,with_protein,AAN69580.1,transposase,118.0,
gene,protein_coding,4495691,4496650,+,,PP_3987,960,,CDS,with_protein,AAN69581.1,"Site-specific recombinase, phage integrase family",319.0,
gene,protein_coding,4496702,4497949,-,,PP_5651,1248,,CDS,with_protein,AMM02984.1,conserved protein of unknown function,415.0,
gene,protein_coding,4497955,4500003,-,,PP_3988,2049,,CDS,with_protein,AAN69582.1,conserved protein of unknown function,682.0,
gene,protein_coding,4500015,4501061,-,,PP_3989,1047,,CDS,with_protein,AAN69583.1,DNA-cytosine methyltransferase,348.0,
gene,tRNA,4501316,4501403,-,,PP_t60,88,,tRNA,,,tRNA-Ser,,
gene,protein_coding,4501537,4502208,+,yccA,PP_3990,672,,CDS,with_protein,AAN69584.1,substrate or modulator of FtsH-mediated proteolysis,223.0,
gene,protein_coding,4502372,4503751,+,xanP,PP_3992,1380,,CDS,with_protein,AAN69586.1,xanthine permease,459.0,
gene,protein_coding,4503849,4504241,+,tusD,PP_3993,393,,CDS,with_protein,AAN69587.1,"sulfur transfer protein complex, TusD subunit",130.0,
gene,protein_coding,4504243,4504602,+,,PP_3994,360,,CDS,with_protein,AAN69588.1,putative tRNA 5-methylaminomethyl-2-thiouridine synthase (tusC-like),119.0,
gene,protein_coding,4504602,4504898,+,,PP_3995,297,,CDS,with_protein,AAN69589.1,conserved protein of unknown function,98.0,
gene,protein_coding,4504895,4505230,+,tusE,PP_3996,336,,CDS,with_protein,AAN69590.1,sulfur transfer protein,111.0,
gene,protein_coding,4505227,4506228,+,,PP_3997,1002,,CDS,with_protein,AAN69591.1,putative Glycosyl transferase,333.0,
gene,protein_coding,4506305,4507282,+,gqr,PP_3998,978,,CDS,with_protein,AAN69592.1,glutathionyl-hydroquinone reductase,325.0,
gene,protein_coding,4507389,4508780,-,cysG,PP_3999,1392,,CDS,with_protein,AAN69593.1,Uroporphyrinogen-III C-methyltransferase/Precorrin-2 dehydrogenase/Sirohydrochlorin ferrochelatase,463.0,
gene,protein_coding,4508781,4510061,-,serS,PP_4000,1281,,CDS,with_protein,AAN69594.1,Serine--tRNA ligase,426.0,
gene,protein_coding,4510092,4510466,-,crcB,PP_4001,375,,CDS,with_protein,AAN69595.1,Putative fluoride ion transporter CrcB,124.0,
gene,protein_coding,4510463,4511788,-,rarA,PP_4002,1326,,CDS,with_protein,AAN69596.1,DNA-dependent ATPase required for recombination,441.0,
gene,protein_coding,4511801,4512487,-,lolA,PP_4003,687,,CDS,with_protein,AAN69597.1,Outer-membrane lipoprotein carrier protein,228.0,
gene,protein_coding,4512487,4514991,-,ftsK,PP_4004,2505,,CDS,with_protein,AAN69598.1,DNA translocase FtsK,834.0,
gene,protein_coding,4515399,4516079,+,aat,PP_4005,681,,CDS,with_protein,AAN69599.1,Leucyl/phenylalanyl-tRNA--protein transferase,226.0,
gene,protein_coding,4516136,4516843,+,ate,PP_4006,708,,CDS,with_protein,AAN69600.1,Putative arginyl-tRNA--protein transferase,235.0,
gene,protein_coding,4516945,4517163,+,infA,PP_4007,219,,CDS,with_protein,AAN69601.1,Translation initiation factor IF-1,72.0,
