# ANI ranges report for assembly: GCA_000007565.2
# Submitted organism: Pseudomonas putida KT2440 (taxid = 160488, rank = no rank, lineage = Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas)
# Submitted Organism Has Type Assembly: Yes
# Best match: Pseudomonas putida (taxid = 303, rank = species, lineage = Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas)
# Status: INCONCLUSIVE
# Confidence: LOW
# Recommended actions legend:
#     - (dash) - No action, query nucleotide is not contaminated
#     S        - query nucleotide range is contaminated from within the same genus and could be considered for trimming, but it is still a valid component of assembly after trimming
#     T        - query nucleotide range is contaminated and needs to be trimmed, but it is still a valid component of assembly after trimming
#recommended_action	input_sequence_identifier	input_sequence_type	sequence_start	sequence_stop	sequence_length	typestrain_sequence	typestrain_sequence_start	typestrain_sequence_stop	typestrain_assembly_accession	typestrain_organism	ANI_this_region	ANI_threshold	%_query_coverage
-	AE015451.2	CIRCULAR	4711706	4718753	6181873	CP101910.1	4236471	4243517	GCA_024508115.1	Pseudomonas putida	90.3198	96	0.114011
-	AE015451.2	CIRCULAR	4718783	4727595	6181873	CP101910.1	4243575	4252464	GCA_024508115.1	Pseudomonas putida	89.0899	96	0.142562
S	AE015451.2	CIRCULAR	4727596	4727731	6181873	CP114035.2	4318559	4318684	GCA_026898135.2	Pseudomonas fortuita	72.9927	96	0.00219998
S	AE015451.2	CIRCULAR	4727732	4740815	6181873	OPYN01000179.1	89758	102837	GCA_900277125.1	Pseudomonas inefficax	96.3421	96	0.211651
-	AE015451.2	CIRCULAR	4740816	4743998	6181873	CP101910.1	4265652	4268868	GCA_024508115.1	Pseudomonas putida	87.4575	96	0.0514892
-	AE015451.2	CIRCULAR	4744013	4747553	6181873	CP101910.1	4268991	4272531	GCA_024508115.1	Pseudomonas putida	91.0528	96	0.0572804
-	AE015451.2	CIRCULAR	4747554	4747691	6181873	JACAQQ010000068.1	23	160	GCA_013387005.1	Pseudomonas putida	98.5507	96	0.00223233
-	AE015451.2	CIRCULAR	4747692	4750040	6181873	CP101910.1	4272670	4275015	GCA_024508115.1	Pseudomonas putida	94.0051	96	0.0379982
S	AE015451.2	CIRCULAR	4750041	4752903	6181873	CP114035.2	4341197	4344059	GCA_026898135.2	Pseudomonas fortuita	89.1099	96	0.0463128
S	AE015451.2	CIRCULAR	4752904	4753396	6181873	BLJF01000001.1	3083619	3084111	GCA_009932335.1	Pseudomonas asiatica	78.1818	96	0.00797493
S	AE015451.2	CIRCULAR	4753397	4758120	6181873	JMIT01000001.1	2277681	2282416	GCA_000731675.1	Pseudomonas capeferrum	80.4904	96	0.076417
S	AE015451.2	CIRCULAR	4758164	4759844	6181873	BLJF01000001.1	3089020	3090692	GCA_009932335.1	Pseudomonas asiatica	77.0992	96	0.0271924
S	AE015451.2	CIRCULAR	4760096	4762499	6181873	CP077095.1	2427718	2430111	GCA_014268885.2	Pseudomonas xantholysinigenes	76.2608	96	0.0388879
S	AE015451.2	CIRCULAR	4763621	4765188	6181873	JABWRY020000001.1	4300069	4301639	GCA_014269205.2	Pseudomonas kermanshahensis	76.7835	96	0.0253645
S	AE015451.2	CIRCULAR	4772988	4773255	6181873	BLJF01000001.1	3520094	3520343	GCA_009932335.1	Pseudomonas asiatica	69.7842	96	0.00433526
-	AE015451.2	CIRCULAR	4773256	4774493	6181873	CP101910.1	4648139	4649370	GCA_024508115.1	Pseudomonas putida	78.4579	96	0.0200263
S	AE015451.2	CIRCULAR	4774494	4775597	6181873	BLJF01000001.1	3517870	3518973	GCA_009932335.1	Pseudomonas asiatica	72.5	96	0.0178587
S	AE015451.2	CIRCULAR	4794014	4794801	6181873	JABWRY020000001.1	4298408	4299195	GCA_014269205.2	Pseudomonas kermanshahensis	79.7229	96	0.0127469
-	AE015451.2	CIRCULAR	4795121	4799381	6181873	CP101910.1	4290059	4294358	GCA_024508115.1	Pseudomonas putida	89.2658	96	0.0689273
-	AE015451.2	CIRCULAR	4800376	4801303	6181873	CP101910.1	4295143	4296070	GCA_024508115.1	Pseudomonas putida	96.1207	96	0.0150116
S	AE015451.2	CIRCULAR	4801304	4801797	6181873	BLJF01000001.1	3102215	3102708	GCA_009932335.1	Pseudomonas asiatica	87.6518	96	0.00799111
-	AE015451.2	CIRCULAR	4801798	4808029	6181873	CP101910.1	4296071	4302314	GCA_024508115.1	Pseudomonas putida	91.8772	96	0.100811
-	AE015451.2	CIRCULAR	4808370	4811755	6181873	CP101910.1	4302351	4305736	GCA_024508115.1	Pseudomonas putida	91.5855	96	0.054773
-	AE015451.2	CIRCULAR	4818236	4832025	6181873	CP101910.1	4305874	4319664	GCA_024508115.1	Pseudomonas putida	89.3235	96	0.223072
-	AE015451.2	CIRCULAR	4832183	4839180	6181873	CP101910.1	4319724	4326728	GCA_024508115.1	Pseudomonas putida	91.7154	96	0.113202
S	AE015451.2	CIRCULAR	4839181	4839309	6181873	CP077073.1	2458361	2458454	GCA_019139535.1	Pseudomonas muyukensis	47.9167	96	0.00208675
-	AE015451.2	CIRCULAR	4839310	4845106	6181873	CP101910.1	4326851	4332669	GCA_024508115.1	Pseudomonas putida	94.1267	96	0.0937742
S	AE015451.2	CIRCULAR	4845107	4845250	6181873	CP114035.2	4442949	4443095	GCA_026898135.2	Pseudomonas fortuita	89.7959	96	0.00232939
-	AE015451.2	CIRCULAR	4845251	4851636	6181873	CP101910.1	4332830	4339215	GCA_024508115.1	Pseudomonas putida	91.561	96	0.103302
-	AE015451.2	CIRCULAR	4851723	4852394	6181873	CP101910.1	4339225	4339896	GCA_024508115.1	Pseudomonas putida	92.5595	96	0.0108705
-	AE015451.2	CIRCULAR	4852425	4852532	6181873	CP101910.1	4207273	4207380	GCA_024508115.1	Pseudomonas putida	90.4121	96	0.00174704
-	AE015451.2	CIRCULAR	4852533	4855986	6181873	CP101910.1	4340007	4343464	GCA_024508115.1	Pseudomonas putida	90.4121	96	0.055873
S	AE015451.2	CIRCULAR	4856061	4856181	6181873	OPYN01000150.1	75735	75853	GCA_900277125.1	Pseudomonas inefficax	93.3884	96	0.00195734
S	AE015451.2	CIRCULAR	4856240	4856559	6181873	CP119325.1	2340651	2340971	GCA_029202525.1	Candidatus Pseudomonas phytovorans	86.8098	96	0.00517642
-	AE015451.2	CIRCULAR	4856560	4858320	6181873	CP101910.1	4343565	4345324	GCA_024508115.1	Pseudomonas putida	94.8922	96	0.0284865
-	AE015451.2	CIRCULAR	4858383	4858606	6181873	CP101910.1	4348378	4348600	GCA_024508115.1	Pseudomonas putida	96.4286	96	0.0036235
S	AE015451.2	CIRCULAR	4858607	4858725	6181873	JABWRZ020000001.1	1885460	1885573	GCA_014269185.2	Pseudomonas oryzicola	59.5041	96	0.00192498
-	AE015451.2	CIRCULAR	4858726	4870650	6181873	CP101910.1	4348788	4360706	GCA_024508115.1	Pseudomonas putida	91.3714	96	0.192903
S	AE015451.2	CIRCULAR	4870651	4870763	6181873	OPYN01000184.1	39719	39830	GCA_900277125.1	Pseudomonas inefficax	80.1724	96	0.00182792
-	AE015451.2	CIRCULAR	4870764	4873731	6181873	CP101910.1	4360850	4363817	GCA_024508115.1	Pseudomonas putida	93.062	96	0.0480113
-	AE015451.2	CIRCULAR	4873732	4876160	6181873	CP101910.1	4363898	4366333	GCA_024508115.1	Pseudomonas putida	93.062	96	0.0392923
S	AE015451.2	CIRCULAR	4876337	4876448	6181873	BLJG01000036.1	234	345	GCA_009932375.1	Pseudomonas juntendi	85.7143	96	0.00181175
-	AE015451.2	CIRCULAR	4876530	4884334	6181873	CP101910.1	4366458	4374279	GCA_024508115.1	Pseudomonas putida	94.1079	96	0.126256
S	AE015451.2	CIRCULAR	4884335	4884467	6181873	BLJF01000001.1	3255456	3255593	GCA_009932335.1	Pseudomonas asiatica	68.9655	96	0.00215145
-	AE015451.2	CIRCULAR	4884468	4890600	6181873	CP101910.1	4376907	4383052	GCA_024508115.1	Pseudomonas putida	92.7202	96	0.0992094
-	AE015451.2	CIRCULAR	4890697	4894560	6181873	CP101910.1	4383089	4386952	GCA_024508115.1	Pseudomonas putida	92.4767	96	0.0625053
S	AE015451.2	CIRCULAR	4894561	4895429	6181873	JABWRY020000001.1	1319087	1319949	GCA_014269205.2	Pseudomonas kermanshahensis	85.6157	96	0.0140572
S	AE015451.2	CIRCULAR	4895430	4895566	6181873	CP114035.2	4493923	4494057	GCA_026898135.2	Pseudomonas fortuita	68.3453	96	0.00221616
-	AE015451.2	CIRCULAR	4895567	4897574	6181873	CP101910.1	4387064	4389077	GCA_024508115.1	Pseudomonas putida	91.3452	96	0.0324821
-	AE015451.2	CIRCULAR	4897580	4898577	6181873	CP101910.1	4391388	4392384	GCA_024508115.1	Pseudomonas putida	90.01	96	0.016144
-	AE015451.2	CIRCULAR	4898589	4900062	6181873	CP101910.1	4392484	4393956	GCA_024508115.1	Pseudomonas putida	88.9749	96	0.0238439
-	AE015451.2	CIRCULAR	4900063	4905033	6181873	CP101910.1	4394019	4398988	GCA_024508115.1	Pseudomonas putida	88.9749	96	0.0804125
-	AE015451.2	CIRCULAR	4905067	4905470	6181873	CP101910.1	4399501	4399903	GCA_024508115.1	Pseudomonas putida	90.3465	96	0.00653524
-	AE015451.2	CIRCULAR	4905533	4907874	6181873	CP101910.1	4399922	4402269	GCA_024508115.1	Pseudomonas putida	85.3265	96	0.037885
S	AE015451.2	CIRCULAR	4907875	4908196	6181873	CP114035.2	4508880	4509175	GCA_026898135.2	Pseudomonas fortuita	88.5093	96	0.00520878
S	AE015451.2	CIRCULAR	4908197	4909626	6181873	CP077075.1	2401791	2403218	GCA_019139835.1	Pseudomonas xanthosomatis	85.2654	96	0.0231321
S	AE015451.2	CIRCULAR	4909627	4910086	6181873	CP114035.2	4509176	4509622	GCA_026898135.2	Pseudomonas fortuita	84.0085	96	0.00744111
-	AE015451.2	CIRCULAR	4910087	4917458	6181873	CP101910.1	4402409	4409779	GCA_024508115.1	Pseudomonas putida	91.6599	96	0.119252
-	AE015451.2	CIRCULAR	4917460	4919424	6181873	CP101910.1	4409876	4411840	GCA_024508115.1	Pseudomonas putida	87.1508	96	0.0317865
-	AE015451.2	CIRCULAR	4922391	4936666	6181873	CP101910.1	4414762	4429098	GCA_024508115.1	Pseudomonas putida	91.5506	96	0.230933
S	AE015451.2	CIRCULAR	4944822	4945134	6181873	CP119325.1	2235577	2235889	GCA_029202525.1	Candidatus Pseudomonas phytovorans	95.5272	96	0.00506319
S	AE015451.2	CIRCULAR	4945135	4945431	6181873	JHYV01000016.1	24522	24794	GCA_000621245.1	Pseudomonas monteilii	77.592	95.5	0.00480437
-	AE015451.2	CIRCULAR	4945432	4947435	6181873	CP101910.1	4429239	4431242	GCA_024508115.1	Pseudomonas putida	90.1247	96	0.0324174
S	AE015451.2	CIRCULAR	4947436	4947745	6181873	BLJG01000291.1	1	310	GCA_009932375.1	Pseudomonas juntendi	96.7742	96	0.00501466
-	AE015451.2	CIRCULAR	4947746	4954817	6181873	CP101910.1	4431553	4438624	GCA_024508115.1	Pseudomonas putida	90.0818	96	0.114399
-	AE015451.2	CIRCULAR	4954930	4957567	6181873	CP101910.1	4438684	4441325	GCA_024508115.1	Pseudomonas putida	90.0492	96	0.0426732
S	AE015451.2	CIRCULAR	4957568	4957681	6181873	CP114035.2	4551658	4551765	GCA_026898135.2	Pseudomonas fortuita	57.9832	96	0.0018441
-	AE015451.2	CIRCULAR	4957682	4960899	6181873	CP101910.1	4441455	4444672	GCA_024508115.1	Pseudomonas putida	92.6663	96	0.0520554
S	AE015451.2	CIRCULAR	4960900	4961080	6181873	JMIT01000001.1	2430909	2431085	GCA_000731675.1	Pseudomonas capeferrum	67.8947	96	0.00292792
-	AE015451.2	CIRCULAR	4961081	4963735	6181873	CP101910.1	4444808	4447463	GCA_024508115.1	Pseudomonas putida	89.6123	96	0.0429481
-	AE015451.2	CIRCULAR	4963882	4966230	6181873	CP101910.1	4467002	4469351	GCA_024508115.1	Pseudomonas putida	85.6298	96	0.0379982
S	AE015451.2	CIRCULAR	4966231	4966419	6181873	JABWRY020000001.1	1253079	1253263	GCA_014269205.2	Pseudomonas kermanshahensis	74.8691	96	0.00305733
S	AE015451.2	CIRCULAR	4969773	4970578	6181873	CP114035.2	4582752	4583561	GCA_026898135.2	Pseudomonas fortuita	73.8815	96	0.0130381
-	AE015451.2	CIRCULAR	4970579	4971776	6181873	CP101910.1	4473178	4474375	GCA_024508115.1	Pseudomonas putida	94.4213	96	0.0193792
-	AE015451.2	CIRCULAR	4971940	4980495	6181873	CP101910.1	4474502	4483052	GCA_024508115.1	Pseudomonas putida	88.5198	96	0.138405
S	AE015451.2	CIRCULAR	4980496	4980626	6181873	CP114035.2	4593466	4593590	GCA_026898135.2	Pseudomonas fortuita	65.942	96	0.0021191
-	AE015451.2	CIRCULAR	4980627	4983799	6181873	CP101910.1	4483263	4486436	GCA_024508115.1	Pseudomonas putida	88.1724	96	0.0513275
-	AE015451.2	CIRCULAR	4983835	4988424	6181873	CP101910.1	4486517	4491098	GCA_024508115.1	Pseudomonas putida	92.0198	96	0.0742493
-	AE015451.2	CIRCULAR	4988425	4991282	6181873	CP101910.1	4491177	4494033	GCA_024508115.1	Pseudomonas putida	92.0198	96	0.0462319
-	AE015451.2	CIRCULAR	4991360	5000494	6181873	CP101910.1	4494081	4503224	GCA_024508115.1	Pseudomonas putida	91.8287	96	0.147771
S	AE015451.2	CIRCULAR	5000819	5001769	6181873	CP114035.2	3599090	3600041	GCA_026898135.2	Pseudomonas fortuita	89.8109	96	0.0153837
S	AE015451.2	CIRCULAR	5011711	5011919	6181873	BLJF01000003.1	866156	866364	GCA_009932335.1	Pseudomonas asiatica	91.866	96	0.00338085
-	AE015451.2	CIRCULAR	5014126	5014508	6181873	CP101910.1	3093233	3093615	GCA_024508115.1	Pseudomonas putida	91.3838	96	0.00619553
S	AE015451.2	CIRCULAR	5014509	5015037	6181873	BQHW01000021.1	25094	25622	GCA_021602025.1	Pseudomonas ceruminis	91.3652	96	0.00855728
S	AE015451.2	CIRCULAR	5015038	5015365	6181873	BQHW01000002.1	2798	3124	GCA_021602025.1	Pseudomonas ceruminis	91.3652	96	0.00530584
S	AE015451.2	CIRCULAR	5015971	5018835	6181873	BQHW01000002.1	298118	300977	GCA_021602025.1	Pseudomonas ceruminis	75.5525	96	0.0463452
S	AE015451.2	CIRCULAR	5036209	5038434	6181873	BBIS01000064.1	21143	23374	GCA_000730605.1	Pseudomonas monteilii	92.6523	95.5	0.0360085
S	AE015451.2	CIRCULAR	5038475	5038779	6181873	BBIS01000049.1	80827	81131	GCA_000730605.1	Pseudomonas monteilii	95.4098	95.5	0.00493378
S	AE015451.2	CIRCULAR	5038780	5038918	6181873	JHYV01000026.1	929	1067	GCA_000621245.1	Pseudomonas monteilii	92.8058	95.5	0.00224851
S	AE015451.2	CIRCULAR	5038919	5039323	6181873	BBIS01000120.1	161	565	GCA_000730605.1	Pseudomonas monteilii	94.0741	95.5	0.00655141
S	AE015451.2	CIRCULAR	5046059	5047067	6181873	JABWSB020000007.1	230175	231177	GCA_014269245.2	Pseudomonas kurunegalensis	91.9722	96	0.0163219
S	AE015451.2	CIRCULAR	5061249	5062421	6181873	CP077075.1	5887367	5888540	GCA_019139835.1	Pseudomonas xanthosomatis	87.0528	96	0.0189748
-	AE015451.2	CIRCULAR	5075774	5077253	6181873	CP101910.1	4503286	4504766	GCA_024508115.1	Pseudomonas putida	89.2929	96	0.023941
-	AE015451.2	CIRCULAR	5077294	5078993	6181873	CP101910.1	4504883	4506583	GCA_024508115.1	Pseudomonas putida	93.4156	96	0.0274998
-	AE015451.2	CIRCULAR	5079024	5084373	6181873	CP101910.1	4506647	4511982	GCA_024508115.1	Pseudomonas putida	93.9937	96	0.0865434
S	AE015451.2	CIRCULAR	5084374	5084516	6181873	CP114035.2	4625176	4625319	GCA_026898135.2	Pseudomonas fortuita	93.75	96	0.00231321
-	AE015451.2	CIRCULAR	5084644	5092509	6181873	CP101910.1	4513408	4521262	GCA_024508115.1	Pseudomonas putida	91.3447	96	0.127243
S	AE015451.2	CIRCULAR	5092510	5092640	6181873	JABWRP020000013.1	166465	166598	GCA_014269035.2	Pseudomonas vlassakiae	72.5926	96	0.0021191
-	AE015451.2	CIRCULAR	5092641	5097191	6181873	CP101910.1	4521400	4525950	GCA_024508115.1	Pseudomonas putida	92.5324	96	0.0736185
S	AE015451.2	CIRCULAR	5097192	5097304	6181873	BSOM01000001.1	241672	241772	GCA_030160515.1	Pseudomonas plecoglossicida	55.6522	96	0.00182792
-	AE015451.2	CIRCULAR	5097305	5103068	6181873	CP101910.1	4526146	4531907	GCA_024508115.1	Pseudomonas putida	92.6753	96	0.0932403
-	AE015451.2	CIRCULAR	5103113	5103456	6181873	CP101910.1	4532054	4532397	GCA_024508115.1	Pseudomonas putida	96.8023	96	0.00556466
-	AE015451.2	CIRCULAR	5103797	5104937	6181873	CP101910.1	4532437	4533577	GCA_024508115.1	Pseudomonas putida	90.5346	96	0.0184572
-	AE015451.2	CIRCULAR	5105032	5109149	6181873	CP101910.1	4533697	4537813	GCA_024508115.1	Pseudomonas putida	90.8584	96	0.0666141
-	AE015451.2	CIRCULAR	5109187	5117585	6181873	CP101910.1	4537895	4546287	GCA_024508115.1	Pseudomonas putida	91.1304	96	0.135865
-	AE015451.2	CIRCULAR	5117652	5119569	6181873	CP101910.1	4546293	4548212	GCA_024508115.1	Pseudomonas putida	90.8902	96	0.0310262
-	AE015451.2	CIRCULAR	5119633	5134305	6181873	CP101910.1	4548274	4562989	GCA_024508115.1	Pseudomonas putida	90.4455	96	0.237355
-	AE015451.2	CIRCULAR	5134350	5134993	6181873	CP101910.1	4563142	4563785	GCA_024508115.1	Pseudomonas putida	91.5098	96	0.0104176
-	AE015451.2	CIRCULAR	5134994	5140289	6181873	CP101910.1	4563871	4569166	GCA_024508115.1	Pseudomonas putida	91.5098	96	0.0856698
-	AE015451.2	CIRCULAR	5140311	5142780	6181873	CP101910.1	4569245	4571718	GCA_024508115.1	Pseudomonas putida	87.8324	96	0.0399555
-	AE015451.2	CIRCULAR	5142839	5144335	6181873	CP101910.1	4571886	4573382	GCA_024508115.1	Pseudomonas putida	86.8754	96	0.024216
S	AE015451.2	CIRCULAR	5144336	5144911	6181873	OPYN01000187.1	167904	168480	GCA_900277125.1	Pseudomonas inefficax	82.699	96	0.00931756
S	AE015451.2	CIRCULAR	5145011	5145429	6181873	BBIS01000070.1	19165	19575	GCA_000730605.1	Pseudomonas monteilii	81.3239	95.5	0.00677788
-	AE015451.2	CIRCULAR	5145430	5148222	6181873	CP101910.1	4574574	4577366	GCA_024508115.1	Pseudomonas putida	92.7318	96	0.0451805
S	AE015451.2	CIRCULAR	5148223	5149199	6181873	JABWRZ020000001.1	1664093	1665070	GCA_014269185.2	Pseudomonas oryzicola	85.5691	96	0.0158043
S	AE015451.2	CIRCULAR	5152686	5153303	6181873	OPYN01000188.1	1811	2428	GCA_900277125.1	Pseudomonas inefficax	90.1294	96	0.00999697
-	AE015451.2	CIRCULAR	5153336	5154326	6181873	CP101910.1	4578394	4579384	GCA_024508115.1	Pseudomonas putida	90.7164	96	0.0160307
-	AE015451.2	CIRCULAR	5154380	5168013	6181873	CP101910.1	4579468	4593124	GCA_024508115.1	Pseudomonas putida	91.0055	96	0.220548
-	AE015451.2	CIRCULAR	5168054	5179413	6181873	CP101910.1	4593228	4604600	GCA_024508115.1	Pseudomonas putida	90.8613	96	0.183763
-	AE015451.2	CIRCULAR	5179515	5182017	6181873	CP101910.1	4605387	4607893	GCA_024508115.1	Pseudomonas putida	87.4502	96	0.0404893
-	AE015451.2	CIRCULAR	5182068	5182404	6181873	CP101910.1	4607979	4608320	GCA_024508115.1	Pseudomonas putida	93.2512	96	0.00545142
-	AE015451.2	CIRCULAR	5182405	5183764	6181873	CP101910.1	4609991	4611350	GCA_024508115.1	Pseudomonas putida	93.2512	96	0.0219998
S	AE015451.2	CIRCULAR	5183765	5184724	6181873	CP114035.2	4723212	4724171	GCA_026898135.2	Pseudomonas fortuita	86.8887	96	0.0155293
-	AE015451.2	CIRCULAR	5184742	5186526	6181873	CP101910.1	4616678	4618456	GCA_024508115.1	Pseudomonas putida	86.8642	96	0.0288747
-	AE015451.2	CIRCULAR	5186585	5189179	6181873	CP101910.1	4618596	4621191	GCA_024508115.1	Pseudomonas putida	89.504	96	0.0419776
S	AE015451.2	CIRCULAR	5189180	5189327	6181873	CP114035.2	4728711	4728858	GCA_026898135.2	Pseudomonas fortuita	80.5369	96	0.0023941
-	AE015451.2	CIRCULAR	5189328	5192703	6181873	CP101910.1	4665550	4668925	GCA_024508115.1	Pseudomonas putida	90.8311	96	0.0546113
-	AE015451.2	CIRCULAR	5192777	5194894	6181873	CP101910.1	4668957	4671073	GCA_024508115.1	Pseudomonas putida	90.786	96	0.0342615
-	AE015451.2	CIRCULAR	5194895	5197353	6181873	CP101910.1	4671136	4673594	GCA_024508115.1	Pseudomonas putida	90.786	96	0.0397776
S	AE015451.2	CIRCULAR	5197354	5199612	6181873	CP114035.2	4736844	4739102	GCA_026898135.2	Pseudomonas fortuita	91.2389	96	0.0365423
-	AE015451.2	CIRCULAR	5199697	5201586	6181873	CP101910.1	4674809	4676701	GCA_024508115.1	Pseudomonas putida	92.1289	96	0.0305733
-	AE015451.2	CIRCULAR	5201681	5203720	6181873	CP101910.1	4676709	4678748	GCA_024508115.1	Pseudomonas putida	90.2499	96	0.0329997
-	AE015451.2	CIRCULAR	5203785	5205117	6181873	CP101910.1	4678901	4680233	GCA_024508115.1	Pseudomonas putida	92.6482	96	0.021563
-	AE015451.2	CIRCULAR	5205225	5210193	6181873	CP101910.1	4687205	4692170	GCA_024508115.1	Pseudomonas putida	90.2071	96	0.0803802
S	AE015451.2	CIRCULAR	5210194	5210310	6181873	JABWRZ020000001.1	1562667	1562816	GCA_014269185.2	Pseudomonas oryzicola	59.2105	96	0.00189263
-	AE015451.2	CIRCULAR	5210311	5216808	6181873	CP101910.1	4692225	4698772	GCA_024508115.1	Pseudomonas putida	90.8258	96	0.105114
-	AE015451.2	CIRCULAR	5216830	5218852	6181873	CP101910.1	4698907	4700929	GCA_024508115.1	Pseudomonas putida	90.2764	96	0.0327247
-	AE015451.2	CIRCULAR	5220219	5222568	6181873	CP101910.1	4701023	4703371	GCA_024508115.1	Pseudomonas putida	91.8333	96	0.0380144
-	AE015451.2	CIRCULAR	5224637	5225579	6181873	CP101910.1	5184433	5185376	GCA_024508115.1	Pseudomonas putida	87.6059	96	0.0152543
-	AE015451.2	CIRCULAR	5225666	5229180	6181873	CP101910.1	5185553	5189066	GCA_024508115.1	Pseudomonas putida	88.2069	96	0.0568598
-	AE015451.2	CIRCULAR	5229214	5233058	6181873	CP101910.1	5189125	5192965	GCA_024508115.1	Pseudomonas putida	89.0564	96	0.062198
-	AE015451.2	CIRCULAR	5233099	5234559	6181873	CP101910.1	5193110	5194570	GCA_024508115.1	Pseudomonas putida	85.7045	96	0.0236336
-	AE015451.2	CIRCULAR	5234582	5236991	6181873	CP101910.1	5194692	5197100	GCA_024508115.1	Pseudomonas putida	92.4513	96	0.0389849
-	AE015451.2	CIRCULAR	5237022	5237556	6181873	CP101910.1	5197224	5197759	GCA_024508115.1	Pseudomonas putida	93.4823	96	0.00865434
-	AE015451.2	CIRCULAR	5237636	5238531	6181873	CP101910.1	5211826	5212720	GCA_024508115.1	Pseudomonas putida	94.8661	96	0.014494
-	AE015451.2	CIRCULAR	5238873	5239214	6181873	CP101910.1	5212789	5213130	GCA_024508115.1	Pseudomonas putida	96.4912	96	0.0055323
-	AE015451.2	CIRCULAR	5239261	5244493	6181873	CP101910.1	5213244	5218476	GCA_024508115.1	Pseudomonas putida	90.4698	96	0.0846507
S	AE015451.2	CIRCULAR	5244497	5245315	6181873	BLJF01000001.1	4121026	4121845	GCA_009932335.1	Pseudomonas asiatica	85.0183	96	0.0132484
-	AE015451.2	CIRCULAR	5248663	5248866	6181873	CP101910.1	5219430	5219632	GCA_024508115.1	Pseudomonas putida	91.6667	96	0.00329997
-	AE015451.2	CIRCULAR	5248915	5252027	6181873	CP101910.1	5220798	5223911	GCA_024508115.1	Pseudomonas putida	90.3982	96	0.0503569
-	AE015451.2	CIRCULAR	5252054	5259298	6181873	CP101910.1	5224060	5231315	GCA_024508115.1	Pseudomonas putida	88.1989	96	0.117197
-	AE015451.2	CIRCULAR	5259335	5260668	6181873	CP101910.1	5232273	5233599	GCA_024508115.1	Pseudomonas putida	89.0555	96	0.0215792
-	AE015451.2	CIRCULAR	5260729	5264266	6181873	CP101910.1	5233696	5237191	GCA_024508115.1	Pseudomonas putida	86.6648	96	0.0572318
-	AE015451.2	CIRCULAR	5264327	5268933	6181873	CP101910.1	5237318	5241927	GCA_024508115.1	Pseudomonas putida	92.2427	96	0.0745243
-	AE015451.2	CIRCULAR	5268969	5270952	6181873	CP101910.1	5242103	5244086	GCA_024508115.1	Pseudomonas putida	90.7762	96	0.0320938
-	AE015451.2	CIRCULAR	5271058	5280869	6181873	CP101910.1	5244102	5253887	GCA_024508115.1	Pseudomonas putida	90.4573	96	0.158722
S	AE015451.2	CIRCULAR	5280870	5280976	6181873	BLJF01000001.1	4158578	4158673	GCA_009932335.1	Pseudomonas asiatica	70.6422	96	0.00173087
-	AE015451.2	CIRCULAR	5280977	5285562	6181873	CP101910.1	5255395	5259997	GCA_024508115.1	Pseudomonas putida	91.1892	96	0.0741846
-	AE015451.2	CIRCULAR	5285582	5291288	6181873	CP101910.1	5261296	5267002	GCA_024508115.1	Pseudomonas putida	89.4008	96	0.0923183
-	AE015451.2	CIRCULAR	5291294	5291774	6181873	CP101910.1	5273789	5274269	GCA_024508115.1	Pseudomonas putida	94.5946	96	0.00778081
-	AE015451.2	CIRCULAR	5291874	5295471	6181873	CP101910.1	5274387	5277983	GCA_024508115.1	Pseudomonas putida	92.1901	96	0.0582024
-	AE015451.2	CIRCULAR	5295571	5297981	6181873	CP101910.1	5279369	5281779	GCA_024508115.1	Pseudomonas putida	89.5108	96	0.0390011
-	AE015451.2	CIRCULAR	5298027	5307237	6181873	CP101910.1	5281923	5291134	GCA_024508115.1	Pseudomonas putida	88.5767	96	0.149
S	AE015451.2	CIRCULAR	5307238	5307379	6181873	OLKI01000012.1	112	244	GCA_900291065.1	Pseudomonas shirazica	71.2329	96	0.00229704
-	AE015451.2	CIRCULAR	5307380	5310903	6181873	CP101910.1	572255	575771	GCA_024508115.1	Pseudomonas putida	98.5548	96	0.0570054
S	AE015451.2	CIRCULAR	5310904	5312942	6181873	CP114035.2	5364253	5366292	GCA_026898135.2	Pseudomonas fortuita	98.9216	96	0.0329835
-	AE015451.2	CIRCULAR	5312943	5324946	6181873	CP101910.1	5296543	5308547	GCA_024508115.1	Pseudomonas putida	92.0696	96	0.194181
S	AE015451.2	CIRCULAR	5324947	5325534	6181873	BBIS01000048.1	63345	63958	GCA_000730605.1	Pseudomonas monteilii	90.4065	95.5	0.00951168
S	AE015451.2	CIRCULAR	5325535	5326451	6181873	BLJF01000003.1	1070308	1071218	GCA_009932335.1	Pseudomonas asiatica	82.7887	96	0.0148337
-	AE015451.2	CIRCULAR	5326538	5337995	6181873	CP101910.1	5310169	5321627	GCA_024508115.1	Pseudomonas putida	90.7005	96	0.185348
-	AE015451.2	CIRCULAR	5338091	5351975	6181873	CP101910.1	5321785	5335713	GCA_024508115.1	Pseudomonas putida	90.3819	96	0.224608
-	AE015451.2	CIRCULAR	5351981	5380089	6181873	CP101910.1	5337306	5365381	GCA_024508115.1	Pseudomonas putida	93.4924	96	0.4547
