GENE_ID	COG_ID	COG_CATEGORY	COG_NAME	PATHWAY	FUNC_CATEGORY_NUMBER	FUNC_CATEGORY	COG_GROUP	COG_CATEGORY_DESCRIPTION	ASSOC_COLOR
PP_RS06420	COG3317	M	Outer membrane beta-barrel protein assembly factor BamC	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS05790	COG3318	S	Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS06040	COG3318	S	Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS23515	COG3318	S	Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS21905	COG3319	Q	Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS19995	COG3320	Q	Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs	Lysine biosynthesis	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS05990	COG3322	T	Iron-binding extracellular (periplasmic) sensor domain CHASE4	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS05420	COG3323	S	PII-like insert in the uncharacterized protein YqfO, YbgI/NIF3 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS21000	COG3324	R	Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS14865	COG3326	S	Uncharacterized membrane protein YsdA, DUF1294 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS17145	COG3327	K	DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation)	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS26805	COG3332	R	Uncharacterized stress-responsive protein, TANGO2 (Transport and Golgi organisation 2) family, contains NRDE motif	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS07315	COG3333	R	TctA family transporter	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS08825	COG3339	S	Uncharacterized membrane protein YkvA, DUF1232 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS15430	COG3339	S	Uncharacterized membrane protein YkvA, DUF1232 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS18560	COG3342	R	Uncharacterized conserved protein, Ntn-hydrolase superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS03395	COG3344	X	Retron-type reverse transcriptase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS06480	COG3344	X	Retron-type reverse transcriptase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS09490	COG3344	X	Retron-type reverse transcriptase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS23070	COG3344	X	Retron-type reverse transcriptase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS00550	COG3346	O	Cytochrome oxidase assembly protein ShyY1	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS00440	COG3360	R	Flavin-binding protein dodecin	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS03965	COG3380	R	Predicted NAD/FAD-dependent oxidoreductase	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS11335	COG3383	C	Mo-containing formate dehydrogenase ForCE, catalytic subunit	NA	3	METABOLISM	3	Energy production and conversion	BCFCFC
PP_RS09600	COG3384	Q	Aromatic ring-opening dioxygenase, catalytic subunit, LigB family	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS13165	COG3384	Q	Aromatic ring-opening dioxygenase, catalytic subunit, LigB family	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS06085	COG3386	G	Sugar lactone lactonase YvrE	Non-phosphorylated Entner-Doudoroff pathway	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS16580	COG3386	G	Sugar lactone lactonase YvrE	Non-phosphorylated Entner-Doudoroff pathway	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS21005	COG3387	G	Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS13900	COG3391	R	DNA-binding beta-propeller fold protein YncE	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS17990	COG3391	R	DNA-binding beta-propeller fold protein YncE	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS18145	COG3391	R	DNA-binding beta-propeller fold protein YncE	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS28085	COG3391	R	DNA-binding beta-propeller fold protein YncE	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS17095	COG3396	Q	1,2-phenylacetyl-CoA epoxidase, catalytic subunit	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS17105	COG3396	Q	1,2-phenylacetyl-CoA epoxidase, catalytic subunit	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS12455	COG3403	S	Uncharacterized conserved protein YcgG, contains conserved FPC and CPF motifs	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS13740	COG3405	G	Endo-1,4-beta-D-glucanase Y	NA	3	METABOLISM	3	Carbohydrate transport and metabolism	CCFCFC
PP_RS23170	COG3415	V	CRISPR-associated protein Csa3, CARF domain	CRISPR-Cas system	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS24895	COG3416	S	Uncharacterized conserved protein, DUF2076 domain	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS22815	COG3418	N	Flagellar biosynthesis/type III secretory pathway chaperone FlgN	Type III secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS22815	COG3418	U	Flagellar biosynthesis/type III secretory pathway chaperone FlgN	Type III secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS06785	COG3422	S	Uncharacterized conserved protein YegP, UPF0339 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS03410	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS03415	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS16230	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS16235	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS18205	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS20620	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS20925	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS21250	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS21255	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS23060	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS28620	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS28705	COG3436	X	Accessory protein of IS66 transposable element	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS15260	COG3437	T	Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS25880	COG3437	T	Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS12250	COG3448	T	CBS-domain-containing membrane protein	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS11275	COG3449	L	DNA gyrase inhibitor GyrI/SbmC	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS04620	COG3450	R	Predicted enzyme of the cupin superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS14270	COG3450	R	Predicted enzyme of the cupin superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS24300	COG3450	R	Predicted enzyme of the cupin superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS27515	COG3450	R	Predicted enzyme of the cupin superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS13640	COG3455	U	Type VI secretion system membrane component TssL/VasF/DotU	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS16015	COG3455	U	Type VI secretion system membrane component TssL/VasF/DotU	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS17630	COG3455	U	Type VI secretion system membrane component TssL/VasF/DotU	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS21190	COG3455	U	Type VI secretion system membrane component TssL/VasF/DotU	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS13655	COG3456	U	Type VI secretion system component, contains N-terminal FHA domain	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS17100	COG3460	Q	1,2-phenylacetyl-CoA epoxidase, PaaB subunit	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS09680	COG3468	M	Autotransporter adhesin AidA	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS09680	COG3468	U	Autotransporter adhesin AidA	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS15890	COG3468	M	Autotransporter adhesin AidA	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS15890	COG3468	U	Autotransporter adhesin AidA	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS21080	COG3468	M	Autotransporter adhesin AidA	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell wall/membrane/envelope biogenesis	DCFCAC
PP_RS21080	COG3468	U	Autotransporter adhesin AidA	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS04675	COG3471	S	Predicted secreted (periplasmic) protein	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS20505	COG3473	Q	Maleate cis-trans isomerase	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS13985	COG3484	O	Predicted proteasome-type protease	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS16510	COG3485	Q	Protocatechuate 3,4-dioxygenase beta subunit	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS19335	COG3485	Q	Protocatechuate 3,4-dioxygenase beta subunit	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS24250	COG3485	Q	Protocatechuate 3,4-dioxygenase beta subunit	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS24255	COG3485	Q	Protocatechuate 3,4-dioxygenase beta subunit	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS19760	COG3486	Q	Lysine/ornithine N-monooxygenase	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS04805	COG3487	S	Imelysin-like iron-regulated protein IrpA, duplicated M75 peptidase-like domain	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS04790	COG3488	R	Uncharacterized conserved protein with two CxxC motifs, DUF1111 family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS04785	COG3489	R	Imelysin-like iron-regulated protein IrpA, duplicated M75 peptidase-like domain	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS04780	COG3490	S	Uncharacterized conserved protein, DUF1513 domain	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS24135	COG3492	S	Uncharacterized conserved protein, DUF1244 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS02680	COG3495	S	Uncharacterized conserved protein, DUF3299 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS27775	COG3495	S	Uncharacterized conserved protein, DUF3299 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS14235	COG3496	S	Uncharacterized conserved protein, DUF1365 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS15825	COG3497	X	Phage tail sheath protein FI	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS15830	COG3498	X	Phage tail tube protein FII	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS15845	COG3499	X	Phage protein U	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS15855	COG3500	X	Phage protein D	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS13630	COG3501	U	Type VI secretion system spike component VgrG,	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS13630	COG3501	X	Type VI secretion system spike component VgrG,	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS16145	COG3501	U	Type VI secretion system spike component VgrG,	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS16145	COG3501	X	Type VI secretion system spike component VgrG,	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS17635	COG3501	U	Type VI secretion system spike component VgrG,	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS17635	COG3501	X	Type VI secretion system spike component VgrG,	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS21040	COG3501	U	Type VI secretion system spike component VgrG,	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS21040	COG3501	X	Type VI secretion system spike component VgrG,	T6SS	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS12605	COG3503	R	Integral membrane N-acetyltransferase, HGSNAT/DUF1624 family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS24070	COG3508	Q	Homogentisate 1,2-dioxygenase	NA	3	METABOLISM	3	Secondary metabolites biosynthesis, transport and catabolism	BCCCFC
PP_RS23575	COG3514	V	Antitoxin component of the BrnT-BrnA toxin-antitoxin system	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS15990	COG3515	U	Type VI secretion system cap component TssA/VasJ/EvfE, contains ImpA_N domain	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS13680	COG3516	U	Type VI secretion system sheath component TssB/VipA/Hcp2	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS16055	COG3516	U	Type VI secretion system sheath component TssB/VipA/Hcp2	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS21155	COG3516	U	Type VI secretion system sheath component TssB/VipA/Hcp2	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS13675	COG3517	U	Type VI secretion system sheath component TssC/VipB	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS16050	COG3517	U	Type VI secretion system sheath component TssC/VipB	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS13670	COG3518	U	Type VI secretion system baseplate component TssE	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS16045	COG3518	U	Type VI secretion system baseplate component TssE	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS21165	COG3518	U	Type VI secretion system baseplate component TssE	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS13665	COG3519	U	Type VI secretion system baseplate component TssF/VasA	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS16040	COG3519	U	Type VI secretion system baseplate component TssF/VasA	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS21170	COG3519	U	Type VI secretion system baseplate component TssF/VasA	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS13660	COG3520	U	Type VI secretion system baseplate component TssG	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS16035	COG3520	U	Type VI secretion system baseplate component TssG	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS21175	COG3520	U	Type VI secretion system baseplate component TssG	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS13650	COG3521	U	Type VI secretion system outer membrane lipoprotein TssJ/VasD/EvfM/SciN/Cytochrome oxidase assembly protein CtaK	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS16025	COG3521	U	Type VI secretion system outer membrane lipoprotein TssJ/VasD/EvfM/SciN/Cytochrome oxidase assembly protein CtaK	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS21180	COG3521	U	Type VI secretion system outer membrane lipoprotein TssJ/VasD/EvfM/SciN/Cytochrome oxidase assembly protein CtaK	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS13645	COG3522	U	Type VI secretion system baseplate component TssK/ImpJ/VasE	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS16020	COG3522	U	Type VI secretion system baseplate component TssK/ImpJ/VasE	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS21185	COG3522	U	Type VI secretion system baseplate component TssK/ImpJ/VasE	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS13695	COG3523	U	Type VI secretion system membrane component TssM/ImcF/VasK	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS16000	COG3523	U	Type VI secretion system membrane component TssM/ImcF/VasK	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS16010	COG3523	U	Type VI secretion system membrane component TssM/ImcF/VasK	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS21140	COG3523	U	Type VI secretion system membrane component TssM/ImcF/VasK	Type VI secretion system	2	CELLULAR PROCESSES AND SIGNALING	2	Intracellular trafficking, secretion, and vesicular transport	9CFCAC
PP_RS23495	COG3526	R	Predicted selenoprotein, Rdx family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS00495	COG3529	R	Predicted nucleic-acid-binding protein, contains Zn-ribbon domain	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS04225	COG3530	S	Uncharacterized conserved protein, DUF3820 family	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS09040	COG3531	O	Predicted protein-disulfide isomerase, contains CxxC motif	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS01130	COG3536	R	Putative dioxygenase with GBBH-like_N/DUF971 domain	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS26095	COG3536	R	Putative dioxygenase with GBBH-like_N/DUF971 domain	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS09725	COG3539	N	Pilin (type 1 fimbrial protein)	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS09740	COG3539	N	Pilin (type 1 fimbrial protein)	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Cell motility	CCFCAC
PP_RS26920	COG3545	R	Predicted esterase of the alpha/beta hydrolase fold	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS01775	COG3547	X	Transposase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS02785	COG3547	X	Transposase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS18190	COG3547	X	Transposase	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Mobilome: prophages, transposons	NA
PP_RS08185	COG3549	V	Plasmid maintenance system killer protein	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Defense mechanisms	FCFCAC
PP_RS12625	COG3555	O	Aspartyl/asparaginyl beta-hydroxylase, cupin superfamily	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS23800	COG3555	O	Aspartyl/asparaginyl beta-hydroxylase, cupin superfamily	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Posttranslational modification, protein turnover, chaperones	9CFC9C
PP_RS15300	COG3558	S	Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily	NA	4	POORLY CHARACTERIZED	4	Function unknown	CCCCCC
PP_RS17340	COG3565	R	Predicted dioxygenase of extradiol dioxygenase family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS00655	COG3568	R	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS17030	COG3568	R	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS21075	COG3568	R	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS19930	COG3569	L	DNA topoisomerase IB	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS22070	COG3571	R	Predicted hydrolase of the alpha/beta-hydrolase fold	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS06050	COG3576	R	Predicted flavin-nucleotide-binding protein, pyridoxine 5'-phosphate oxidase superfamily	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS25645	COG3577	R	Predicted aspartyl protease	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS01275	COG3585	H	Molybdopterin-binding protein MopI	NA	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS01910	COG3585	H	Molybdopterin-binding protein MopI	NA	3	METABOLISM	3	Coenzyme transport and metabolism	DCDCFC
PP_RS19105	COG3593	L	Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS24755	COG3593	L	Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains	NA	1	INFORMATION STORAGE AND PROCESSING	1	Replication, recombination and repair	FCDCDC
PP_RS04285	COG3604	K	FhlA-type transcriptional regulator, contains GAF, AAA-type ATPase, and DNA-binding Fis domains	NA	1	INFORMATION STORAGE AND PROCESSING	1	Transcription	FCDCEC
PP_RS04285	COG3604	T	FhlA-type transcriptional regulator, contains GAF, AAA-type ATPase, and DNA-binding Fis domains	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS26810	COG3605	T	Signal transduction protein containing GAF and PtsI domains	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
PP_RS05745	COG3608	R	Predicted deacylase	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS22960	COG3608	R	Predicted deacylase	NA	4	POORLY CHARACTERIZED	4	General function prediction only	E0E0E0
PP_RS10890	COG3614	T	Extracytoplasmic sensor domain CHASE1 (specificity unknown)	NA	2	CELLULAR PROCESSES AND SIGNALING	2	Signal transduction mechanisms	ECFCAC
